[2022-08-30 15:05:47.1063] | Info | [2022/8/30 15:05:47]: 配置信息加载完成... 
[2022-08-30 15:05:47.1322] | Info | [2022/8/30 15:05:47]: 服务已启动成功... 
[2022-08-30 15:05:47.1322] | Info | [2022/8/30 15:05:47]: 欢迎使用翎风系列游戏软件... 
[2022-08-30 15:05:47.1322] | Info | [2022/8/30 15:05:47]: 网站:http://www.gameofmir.com 
[2022-08-30 15:05:47.1322] | Info | [2022/8/30 15:05:47]: 论坛:http://bbs.gameofmir.com 
[2022-08-30 15:05:47.1777] | Info | [2022/8/30 15:05:47]: 网关[10.10.0.102:7200]已启动... 
[2022-08-30 15:05:47.1777] | Info | [2022/8/30 15:05:47]: 网关[10.10.0.102:7201]已启动... 
[2022-08-30 15:05:47.1777] | Info | [2022/8/30 15:05:47]: [10.10.0.102:7201] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 15:05:47.1777] | Info | [2022/8/30 15:05:47]: [10.10.0.102:7200] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 15:05:47.1777] | Debug | [2022/8/30 15:05:47]: 线程[a204fa91ff3d42199aa5eee70440662a]连接 10.10.0.102:5000 成功... 
[2022-08-30 15:05:47.1783] | Debug | [2022/8/30 15:05:47]: 线程[de5d33e5d70a4502a054b2dbb3347fbf]连接 10.10.0.102:5000 成功... 
[2022-08-30 15:05:47.1903] | Debug | [2022/8/30 15:05:47]: 消息消费线程[b951474a91dc42b1b8e3887d0b401ea1]已启动. 
[2022-08-30 15:05:47.1903] | Debug | [2022/8/30 15:05:47]: 消息消费线程[d87c99429eed4a24bb288264fbdc6b61]已启动. 
[2022-08-30 15:06:34.7987] | Info | [2022/8/30 15:06:34]: 配置信息加载完成... 
[2022-08-30 15:06:34.8234] | Info | [2022/8/30 15:06:34]: 服务已启动成功... 
[2022-08-30 15:06:34.8234] | Info | [2022/8/30 15:06:34]: 欢迎使用翎风系列游戏软件... 
[2022-08-30 15:06:34.8234] | Info | [2022/8/30 15:06:34]: 网站:http://www.gameofmir.com 
[2022-08-30 15:06:34.8234] | Info | [2022/8/30 15:06:34]: 论坛:http://bbs.gameofmir.com 
[2022-08-30 15:06:34.9276] | Info | [2022/8/30 15:06:34]: 网关[10.10.0.102:7200]已启动... 
[2022-08-30 15:06:34.9276] | Info | [2022/8/30 15:06:34]: 网关[10.10.0.102:7201]已启动... 
[2022-08-30 15:06:34.9276] | Info | [2022/8/30 15:06:34]: 网关[10.10.0.102:7202]已启动... 
[2022-08-30 15:06:34.9276] | Info | [2022/8/30 15:06:34]: [10.10.0.102:7201] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 15:06:34.9276] | Info | [2022/8/30 15:06:34]: [10.10.0.102:7202] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 15:06:34.9276] | Info | [2022/8/30 15:06:34]: [10.10.0.102:7200] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 15:06:34.9282] | Debug | [2022/8/30 15:06:34]: 线程[223b799840484b80b6031238e278f2f5]连接 10.10.0.102:5000 成功... 
[2022-08-30 15:06:34.9282] | Debug | [2022/8/30 15:06:34]: 线程[afe085bf147b42fb9eeca1c88f6424d9]连接 10.10.0.102:5000 成功... 
[2022-08-30 15:06:34.9282] | Debug | [2022/8/30 15:06:34]: 线程[dd3030f91d384f068d24e68266da192e]连接 10.10.0.102:5000 成功... 
[2022-08-30 15:06:34.9282] | Debug | [2022/8/30 15:06:34]: 消息消费线程[6010d608bccf4049a71f9359d343b2c6]已启动. 
[2022-08-30 15:06:34.9282] | Debug | [2022/8/30 15:06:34]: 消息消费线程[31c7a3c065a54b4ea70fb73d8270995e]已启动. 
[2022-08-30 15:06:48.6751] | Info | [2022/8/30 15:06:48]: 配置信息加载完成... 
[2022-08-30 15:06:48.6993] | Info | [2022/8/30 15:06:48]: 服务已启动成功... 
[2022-08-30 15:06:48.6993] | Info | [2022/8/30 15:06:48]: 欢迎使用翎风系列游戏软件... 
[2022-08-30 15:06:48.6993] | Info | [2022/8/30 15:06:48]: 网站:http://www.gameofmir.com 
[2022-08-30 15:06:48.6993] | Info | [2022/8/30 15:06:48]: 论坛:http://bbs.gameofmir.com 
[2022-08-30 15:06:48.8080] | Info | [2022/8/30 15:06:48]: 网关[10.10.0.102:7200]已启动... 
[2022-08-30 15:06:48.8082] | Info | [2022/8/30 15:06:48]: 网关[10.10.0.102:7201]已启动... 
[2022-08-30 15:06:48.8082] | Info | [2022/8/30 15:06:48]: 网关[10.10.0.102:7202]已启动... 
[2022-08-30 15:06:48.8082] | Info | [2022/8/30 15:06:48]: [10.10.0.102:7202] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 15:06:48.8082] | Info | [2022/8/30 15:06:48]: [10.10.0.102:7201] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 15:06:48.8082] | Info | [2022/8/30 15:06:48]: [10.10.0.102:7200] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 15:06:48.8082] | Debug | [2022/8/30 15:06:48]: 线程[4ac3d625497e4c7dadcba4a6b370febd]连接 10.10.0.102:5000 成功... 
[2022-08-30 15:06:48.8082] | Debug | [2022/8/30 15:06:48]: 线程[8978b389ec04454cb3b4f23941806636]连接 10.10.0.102:5000 成功... 
[2022-08-30 15:06:48.8082] | Debug | [2022/8/30 15:06:48]: 线程[ce8df1be46b84185aa062d6aea824209]连接 10.10.0.102:5000 成功... 
[2022-08-30 15:06:48.8082] | Debug | [2022/8/30 15:06:48]: 消息消费线程[5d79c52aa6c54ed082a4d3296b32d9ae]已启动. 
[2022-08-30 15:06:48.8082] | Debug | [2022/8/30 15:06:48]: 消息消费线程[0cf843f255534c4d962f38b9a90f39f6]已启动. 
[2022-08-30 15:07:08.6042] | Debug | [2022/8/30 15:07:08]: 清理超时会话开始工作... 
[2022-08-30 15:07:08.6042] | Debug | [2022/8/30 15:07:08]: 清理超时会话工作完成... 
[2022-08-30 17:27:37.0052] | Info | [2022/8/30 17:27:36]: 配置信息加载完成... 
[2022-08-30 17:27:37.0311] | Info | [2022/8/30 17:27:36]: 服务已启动成功... 
[2022-08-30 17:27:37.0317] | Info | [2022/8/30 17:27:36]: 欢迎使用翎风系列游戏软件... 
[2022-08-30 17:27:37.0317] | Info | [2022/8/30 17:27:36]: 网站:http://www.gameofmir.com 
[2022-08-30 17:27:37.0317] | Info | [2022/8/30 17:27:36]: 论坛:http://bbs.gameofmir.com 
[2022-08-30 17:27:37.1710] | Info | [2022/8/30 17:27:37]: 网关[10.10.0.102:7200]已启动... 
[2022-08-30 17:27:37.1837] | Info | [2022/8/30 17:27:37]: 网关[10.10.0.102:7201]已启动... 
[2022-08-30 17:27:37.1837] | Info | [2022/8/30 17:27:37]: 网关[10.10.0.102:7202]已启动... 
[2022-08-30 17:27:37.1837] | Info | [2022/8/30 17:27:37]: [10.10.0.102:7202] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 17:27:37.1837] | Info | [2022/8/30 17:27:37]: [10.10.0.102:7201] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 17:27:37.1837] | Info | [2022/8/30 17:27:37]: [10.10.0.102:7200] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 17:27:37.1837] | Debug | [2022/8/30 17:27:37]: 线程[89ef72963fbe4d7b8265dec64bd72c36]连接 10.10.0.102:5000 成功... 
[2022-08-30 17:27:37.1843] | Debug | [2022/8/30 17:27:37]: 线程[b069114f2297499993a4b7d4013cf3ac]连接 10.10.0.102:5000 成功... 
[2022-08-30 17:27:37.1843] | Debug | [2022/8/30 17:27:37]: 线程[0ee065c5edf64f719b1805ec31e41dcb]连接 10.10.0.102:5000 成功... 
[2022-08-30 17:27:37.1843] | Debug | [2022/8/30 17:27:37]: 消息消费线程[a3a451dc800f4cac918a773387044fe9]已启动. 
[2022-08-30 17:27:37.1843] | Debug | [2022/8/30 17:27:37]: 消息消费线程[297bc29f67a64dcf9dc15ceb4dc58e25]已启动. 
[2022-08-30 17:27:56.9338] | Debug | [2022/8/30 17:27:56]: 清理超时会话开始工作... 
[2022-08-30 17:27:56.9338] | Debug | [2022/8/30 17:27:56]: 清理超时会话工作完成... 
[2022-08-30 17:28:10.8895] | Debug | [2022/8/30 17:28:10]: 用户[10.10.0.109]分配到游戏数据服务器[d9193df8c1554153bee2f305b9e2ccbd] Server:10.10.0.102:5000 
[2022-08-30 17:28:11.1594] | Info | [2022/8/30 17:28:11]: 客户端登陆消息处理失败，剔除链接 
[2022-08-30 17:28:11.1594] | Debug | [2022/8/30 17:28:11]: Login Packet: ^^IqlmAtn_Glm`Y__b?_abXk`bXkabZg_`?_cbe{``Pa`c[j`uPgu`[ewwf{a`evb`iuuvPf`udrbtZjbbVkaaXeacYf 
[2022-08-30 17:28:16.9377] | Debug | [2022/8/30 17:28:16]: 清理超时会话开始工作... 
[2022-08-30 17:28:16.9377] | Debug | [2022/8/30 17:28:16]: 清理超时会话工作完成... 
[2022-08-30 17:28:36.9453] | Debug | [2022/8/30 17:28:36]: 清理超时会话开始工作... 
[2022-08-30 17:28:36.9453] | Debug | [2022/8/30 17:28:36]: 清理超时会话工作完成... 
[2022-08-30 17:28:56.9580] | Debug | [2022/8/30 17:28:56]: 清理超时会话开始工作... 
