[2022-08-23 13:34:55.5893] | Info | 正在启动服务... 
[2022-08-23 13:34:55.6153] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-23 13:34:55.6153] | Info | 网站:http://www.gameofmir.com 
[2022-08-23 13:34:55.6153] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-23 13:34:55.6561] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-23 13:34:55.6615] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-23 14:25:46.8405] | Info | 正在启动服务... 
[2022-08-23 14:25:46.8679] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-23 14:25:46.8685] | Info | 网站:http://www.gameofmir.com 
[2022-08-23 14:25:46.8685] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-23 14:25:46.9118] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-23 14:25:46.9165] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-23 14:26:15.0530] | Info | 正在启动服务... 
[2022-08-23 14:26:15.0752] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-23 14:26:15.0758] | Info | 网站:http://www.gameofmir.com 
[2022-08-23 14:26:15.0758] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-23 14:26:15.1204] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-23 14:27:58.9747] | Info | 正在启动服务... 
[2022-08-23 14:27:58.9963] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-23 14:27:58.9967] | Info | 网站:http://www.gameofmir.com 
[2022-08-23 14:27:58.9967] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-23 14:27:59.0403] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-23 14:29:32.5051] | Info | 正在启动服务... 
[2022-08-23 14:29:32.5369] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-23 14:29:32.5376] | Info | 网站:http://www.gameofmir.com 
[2022-08-23 14:29:32.5376] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-23 14:29:32.5837] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-23 14:29:37.9528] | Info | 账号服务器[:0]链接成功. 
[2022-08-23 14:29:38.4543] | Info | 账号服务器[:0]断开链接. 
[2022-08-23 14:30:50.1414] | Info | 正在启动服务... 
[2022-08-23 14:30:50.1643] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-23 14:30:50.1647] | Info | 网站:http://www.gameofmir.com 
[2022-08-23 14:30:50.1647] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-23 14:30:50.2176] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-23 14:30:52.0508] | Info | 账号服务器[:0]链接成功. 
[2022-08-23 14:44:29.0410] | Info | 正在启动服务... 
[2022-08-23 14:44:29.0612] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-23 14:44:29.0616] | Info | 网站:http://www.gameofmir.com 
[2022-08-23 14:44:29.0616] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-23 14:44:29.1034] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-23 14:44:29.1088] | Info | 账号服务器[:0]链接成功. 
[2022-08-23 14:45:53.7366] | Info | 账号服务器[:0]断开链接. 
[2022-08-23 14:46:10.7536] | Info | 正在启动服务... 
[2022-08-23 14:46:10.7812] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-23 14:46:10.7817] | Info | 网站:http://www.gameofmir.com 
[2022-08-23 14:46:10.7817] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-23 14:46:10.8307] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-23 14:46:10.8360] | Info | 账号服务器[:0]链接成功. 
[2022-08-23 14:47:29.9116] | Info | 正在启动服务... 
